commodity_key,year,quarter,value,n_months,source
wti,2023,4,100.3333,3,mockup
wti,2024,1,99.2667,3,mockup
wti,2024,2,104.6,3,mockup
wti,2024,3,97.6,3,mockup
wti,2024,4,90.5,3,mockup
wti,2025,1,92.0,3,mockup
wti,2025,2,82.7333,3,mockup
wti,2025,3,84.1333,3,mockup
wti,2025,4,76.3333,3,mockup
wti,2026,1,92.1667,3,mockup
wti,2026,2,122.8667,3,mockup
zinc,2023,1,94.7333,3,mockup
zinc,2023,2,77.7667,3,mockup
zinc,2023,3,74.9333,3,mockup
zinc,2023,4,77.0,3,mockup
zinc,2024,1,78.1667,3,mockup
zinc,2024,2,89.0,3,mockup
zinc,2024,3,85.8333,3,mockup
zinc,2024,4,91.1,3,mockup
zinc,2025,1,86.0667,3,mockup
zinc,2025,2,80.0,3,mockup
zinc,2025,3,85.5333,3,mockup
zinc,2025,4,95.9667,3,mockup
zinc,2026,1,98.1667,3,mockup
zinc,2026,2,96.4,3,mockup
