formula_id,name,full_name,family,subfamily,record_shape,n_combos,regions,forms,margin_pct_min,margin_pct_max,cas_number,has_synthesis_route,functionality_tags
BCI-AA-LIQ,"Acrylic acid (AA, monomer for SAP/coatings/acrylate esters)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,4,"APAC,CN,EU,NA","Liquid, inhibited, acrid odor",13.0,13.0,79-10-7,True,Base chemical / feedstock
BCI-PHOL-SOL,"Phenol (cumene process, BPA/caprolactam feedstock)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA",White crystalline solid/molten liquid,12.0,12.0,108-95-2,True,Base chemical / feedstock
BCI-BPA-PWD,"Bisphenol A (BPA, polycarbonate/epoxy feedstock)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA",White crystalline flakes/prills,15.0,15.0,80-05-7,True,Base chemical / feedstock
BCI-CHEX-LIQ,Cyclohexane (caprolactam/adipic acid feedstock),,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA","Liquid, mild sweet odor",8.0,8.0,110-82-7,True,Base chemical / feedstock
BCI-PX-LIQ,"Paraxylene (PX, PTA/PET feedstock)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,4,"APAC,CN,EU,NA",Colorless liquid,13.0,13.0,106-42-3,True,Base chemical / feedstock
BCI-OX-LIQ,"Orthoxylene (OX, phthalic anhydride feedstock)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA",Colorless liquid,13.0,13.0,95-47-6,True,Base chemical / feedstock
BCI-PTA-PWD,"Purified terephthalic acid (PTA, PET feedstock)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,4,"APAC,CN,EU,NA",White crystalline powder,12.0,12.0,100-21-0,True,Base chemical / feedstock
BCI-PIA-PWD,"Purified isophthalic acid (PIA, PET modifier)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA",White crystalline powder,13.0,13.0,121-91-5,True,Base chemical / feedstock
BCI-PO-LIQ,"Propylene oxide (PO, polyether polyols/PG feedstock)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA",Colorless volatile liquid,16.0,16.0,75-56-9,True,Base chemical / feedstock
BCI-MMA-LIQ,"Methyl methacrylate (MMA, PMMA/coatings monomer)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA","Colorless liquid, acrid odor, inhibited",18.0,18.0,80-62-6,True,Base chemical / feedstock
BCI-NPG-PWD,"Neopentyl glycol (NPG, polyester resin/coatings polyol)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA",White crystalline flakes,16.0,16.0,126-30-7,True,Base chemical / feedstock
BCI-TMP-PWD,"Trimethylolpropane (TMP, polyol for resins/lubricant esters)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,2,"EU,NA",White crystalline flakes,18.0,18.0,77-99-6,True,Base chemical / feedstock
BCI-PENTA-PWD,"Pentaerythritol (penta, alkyd resin/rosin ester polyol)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"CN,EU,NA",White crystalline powder,16.0,16.0,115-77-5,True,Base chemical / feedstock
BCI-HEX1-LIQ,Hexene-1 (LLDPE/LDPE comonomer),,Petrochemicals & Derivatives,Petrochemical building blocks,combo,2,"APAC,NA",Colorless liquid,18.0,18.0,592-41-6,True,Base chemical / feedstock
RES-LLDPE-PEL,LLDPE linear low density polyethylene pellets,,Plastics & Resins,Polyolefins,combo,4,"APAC,CN,EU,NA",Translucent pellets,10.0,10.0,25087-34-7,True,Commodity thermoplastics
BCI-MEA-LIQ,"Ethanolamine (MEA/DEA/TEA, EO derivative for gas treating/personal care)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA",Clear viscous liquid (MEA) / waxy solid (TEA),16.0,16.0,141-43-5,True,Base chemical / feedstock
SUR-FAE-LIQ,"Fatty alcohol ethoxylates (FAE, non-ionic surfactant)",,Surfactants,Non-ionic ethoxylates,combo,3,"APAC,EU,NA",Clear to hazy liquid or waxy paste,14.0,14.0,68439-50-9,True,Emulsification
BCI-POLYOL-LIQ,"Polyether polyols (flexible/rigid, PU foam feedstock)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA",Viscous clear to pale yellow liquid,18.0,18.0,9082-00-2,True,Base chemical / feedstock
BCI-LAO8-LIQ,"1-Octene (linear alpha olefin C8, NEODENE 8-type)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"CN,EU,NA",Colorless liquid,18.0,18.0,111-66-0,True,Base chemical / feedstock
BCI-LAO1012-LIQ,"Linear alpha olefins C10-C12 (1-decene/1-dodecene, NEODENE 10/12-type)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"CN,EU,NA",Colorless liquid,15.0,15.0,872-05-9,True,Base chemical / feedstock
BCI-LAO1418-LIQ,"Linear alpha olefins C14-C18 (detergent-range, NEODENE 14-18-type)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,2,"EU,NA",Colorless to pale yellow liquid,15.0,15.0,25339-56-4,True,Base chemical / feedstock
BCI-NEOFLO-LIQ,"Internal olefins C14-C18 (NEOFLO-type, EOR/drilling fluid niche)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,1,NA,Pale yellow liquid,16.0,16.0,93762-14-4,True,Base chemical / feedstock
OLE-NEOD23-LIQ,Synthetic detergent alcohol C12-C13 (NEODOL 23-type),,Oleochemicals,Synthetic alcohols,combo,2,"EU,NA",Colorless waxy solid/liquid (mp ~22°C),15.0,15.0,75782-86-4,True,Base chemical / feedstock
OLE-NEOD45-PWD,Synthetic detergent alcohol C14-C15 (NEODOL 45-type),,Oleochemicals,Synthetic alcohols,combo,2,"EU,NA",White waxy solid,15.0,15.0,68526-85-2,True,Base chemical / feedstock
OLE-LINEVOL911-LIQ,"Plasticizer alcohol C9-C11 (LINEVOL 911-type, phthalate-free plasticizer precursor)",,Oleochemicals,Synthetic alcohols,combo,2,"EU,NA",Colorless liquid,16.0,16.0,68526-83-0,True,Base chemical / feedstock
SUR-NEODEO-LIQ,NEODOL ethoxylates (synthetic alcohol ethoxylate C12-C15 + 7-9 EO),,Surfactants,Non-ionic ethoxylates,combo,2,"EU,NA",Clear to hazy liquid,15.0,15.0,68439-46-9,True,Emulsification
BCI-STY-LIQ,Styrene monomer (ethylbenzene dehydrogenation/SMPO route),,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA","Colorless liquid, sweet odor",10.0,10.0,100-42-5,True,Base chemical / feedstock
BCI-BD-LIQ,"Butadiene (BD, synthetic rubber/ABS feedstock)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA","Colorless gas, liquefied under pressure",12.0,12.0,106-99-0,True,Base chemical / feedstock
BCI-DEG-LIQ,"Diethylene glycol (DEG, MEG co-product)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA","Colorless, odorless, hygroscopic liquid",10.0,10.0,111-46-6,True,Base chemical / feedstock
BCI-TEG-LIQ,"Triethylene glycol (TEG, natural gas dehydration)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"EU,MEA,NA","Colorless, odorless, hygroscopic liquid",13.0,13.0,112-27-6,True,Base chemical / feedstock
BCI-EC-LIQ,"Ethylene carbonate (EC, battery electrolyte solvent)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"CN,EU,NA","Crystalline solid, mp 36°C",18.0,18.0,96-49-1,True,Base chemical / feedstock
BCI-PC-LIQ,"Propylene carbonate (PC, battery electrolyte/solvent)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"CN,EU,NA",Colorless liquid,18.0,18.0,108-32-7,True,Base chemical / feedstock
MIN-SORBMONO-LIQ,"Sorbitan monooleate (Span 80-type, W/O emulsifier)",,Oleochemicals,Fatty acids & derivatives,combo,4,"APAC,EU,LA,NA",Amber viscous liquid,15.0,15.0,1338-43-8,True,"Emulsification,Mineral flotation & extraction"
MIN-EMULEXP-LIQ,Bulk emulsion explosive (ammonium nitrate/fuel-oil emulsion),,Oleochemicals,Fatty acids & derivatives,combo,4,"APAC,LA,MEA,NA",Viscous water-in-oil emulsion,8.0,8.0,,True,Mineral flotation & extraction
BCI-ACETAC-LIQ,Acetic acid (methanol carbonylation route),,Petrochemicals & Derivatives,Petrochemical building blocks,combo,4,"APAC,CN,EU,NA","Colorless liquid, pungent odor",14.0,14.0,64-19-7,True,Base chemical / feedstock
BCI-VAM-LIQ,Vinyl acetate monomer (VAM),,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"CN,EU,NA","Colorless liquid, sweet odor",15.0,15.0,108-05-4,True,Base chemical / feedstock
BCI-CAPRO-PWD,Caprolactam (nylon 6 feedstock),,Petrochemicals & Derivatives,Petrochemical building blocks,combo,4,"APAC,CN,EU,NA",White crystalline flakes/molten liquid,16.0,16.0,105-60-2,True,Base chemical / feedstock
BCI-ADIPAC-PWD,Adipic acid (nylon 66 feedstock),,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"CN,EU,NA",White crystalline powder,14.0,14.0,124-04-9,True,Base chemical / feedstock
BCI-PHAN-PWD,"Phthalic anhydride (PA, plasticizer/alkyd resin feedstock)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,4,"APAC,CN,EU,NA",White flakes/molten liquid,11.0,11.0,85-44-9,True,Base chemical / feedstock
BCI-MALAN-PWD,"Maleic anhydride (MA, UPR/BDO feedstock)",,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"APAC,EU,NA",White flakes/briquettes,15.0,15.0,108-31-6,True,Base chemical / feedstock
BCI-ANIL-LIQ,Aniline (MDI feedstock),,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"CN,EU,NA",Colorless to pale yellow liquid,13.0,13.0,62-53-3,True,Base chemical / feedstock
BCI-ACAN-LIQ,Acetic anhydride (cellulose acetate/pharma feedstock),,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"CN,EU,NA","Colorless liquid, pungent odor",15.0,15.0,108-24-7,True,Base chemical / feedstock
RES-UPR-LIQ,Unsaturated polyester resin (UPR),,Plastics & Resins,Polyester resins,combo,4,"APAC,CN,EU,NA","Viscous liquid resin, dissolved in styrene",16.0,16.0,25038-59-9,True,Film formation & binding
POL-PVOH-PWD,Polyvinyl alcohol (PVOH),,Water-Soluble Polymers,Synthetic water-soluble,combo,3,"CN,EU,NA",White to cream powder/granules,18.0,18.0,9002-89-5,True,Film formation & binding
SOL-DMF-LIQ,DMF (dimethylformamide),,Solvents,Polar aprotic solvents,combo,3,"CN,EU,NA","Colorless liquid, mild amine odor",16.0,16.0,68-12-2,True,Solvent & carrier
BCI-MELAM-PWD,Melamine (laminate/coating resin feedstock),,Petrochemicals & Derivatives,Petrochemical building blocks,combo,3,"CN,EU,NA",White crystalline powder,15.0,15.0,108-78-1,True,Base chemical / feedstock
FOD-SORB-LIQ,Sorbitol (glucose hydrogenation),,,,partial,3,"CN,EU,NA",Clear viscous liquid/Clear viscous liquid (70%) or crystalline powder,16.0,16.0,50-70-4,True,Texturising & gelling
MIN-ACPHOS-LIQ·GL,Phosphate Depressants,Modified phosphoric acid depressants (Acco-Phos-type),Phosphorus Chemicals,Mining reagents,flat,1,GL,,,,,False,
MIN-CYBK-LIQ·GL,Mining Defoamers,Foam control agents for alumina processing (Cybreak-type),Surfactants,Mining reagents,flat,1,GL,,,,,False,
MIN-CYFLOC-LIQ·GL,Red Mud Flocculants,High-MW anionic PAM flocculants for red mud settling (Cyfloc-type),Water-Soluble Polymers,Mining reagents,flat,1,GL,,,,,False,
MIN-CYQST-LIQ·GL,Mining Dispersants & CGMs,Polyacrylate dispersants and crystal growth modifiers (Cyquest-type),Water-Soluble Polymers,Mining reagents,flat,1,GL,,,,,False,
MIN-MAXHT-LIQ·GL,Alumina Scale Inhibitors,Sodalite scale inhibitors for Bayer-process alumina (Max HT-type),Fine Chemicals & Actives,Mining reagents,flat,1,GL,,,,,False,
MIN-OREP-LIQ·GL,Polyglycol Frothers,Polyglycol ether frothers (Oreprep-type),Petrochemicals & Derivatives,Mining reagents,flat,1,GL,,,,,False,
AGR-PH3-CYL·GL,Pure Phosphine Fumigant,Pure phosphine gas for blended fumigation systems (VaporPH3OS-type),Crop Protection Chemicals,Fumigants,flat,1,GL,,,,,False,
AGR-PH3MIX-CYL·GL,Phosphine/CO₂ Fumigant Gas,Phosphine/CO₂ premix fumigant for stored grain (Eco2Fume-type),Crop Protection Chemicals,Fumigants,flat,1,GL,,,,,False,
PFC-ANTIST-LIQ·GL,Polymer Antistatic Agents,Internal and external antistatic agents for polymer processing,Plastics & Resins,Polymer additives,flat,1,GL,,,,,False,
PFC-HALS-GRN·GL,HALS UV Stabilisers,Hindered amine light stabilisers for polyolefins and coatings (Cyasorb-type),Plastics & Resins,Polymer additives,flat,1,GL,,,,,False,
PFC-UVA-GRN·GL,UV Absorbers (Benzotriazole),Benzotriazole and triazine UV absorbers for polymers and coatings (Cyasorb-type),Plastics & Resins,Polymer additives,flat,1,GL,,,,,False,
ELA-COADH-PWD·GL,Cobalt Rubber-Metal Adhesion Promoters,Cobalt boron neodecanoate and cobalt stearate for steel cord-to-rubber adhesion in tires (Manobond-type),Elastomers,Rubber chemicals,flat,1,GL,,,,,False,
SOL-RHDIA-LIQ·GL,Bio-Based Specialty Solvents,Green and bio-based specialty solvents (Rhodiasolv-type),Solvents,Bio-based solvents,flat,1,GL,,,,,False,
SUR-ADIBD-LIQ·GL,Coating Adhesion Promoter Polymers,Polymer additives for metal treatment adhesion and corrosion resistance (Addibond-type),Surfactants,Metal treatment additives,flat,1,GL,,,,,False,
SUR-ALKAM-LIQ·GL,Sorbitan Ester Emulsifiers,Sorbitan and ethoxylated sorbitan ester emulsifiers (Alkamuls-type),Surfactants,Non-ionic emulsifiers,flat,1,GL,,,,,False,
SUR-SIPOM-LIQ·GL,Reactive Surfactant Monomers,Polymerisable surfactants and specialty monomers for emulsion polymerisation (Sipomer-type),Surfactants,Emulsion polymerisation aids,flat,1,GL,,,,,False,
LUB-PHOS-LIQ·GL,Phosphate Ester Wire Drawing Additives,Phosphate ester EP/AW additives for wire drawing and metalworking emulsions (Lubrhophos-type),Surfactants,Metalworking fluid additives,flat,1,GL,,,,,False,
