combo_id,formula_id,region,assumed_region,form,variant,margin_pct,margin_raw,margin_encoding,volatile,family,subfamily,taxonomy_source,n_lines,weight_total,w_direct,w_proxy,w_unclassified,w_fixed,indexed_pct,priceable_pct,indexed_priceable_pct,coverage_tier,loadable,db_region,basis_currency,basis_incoterm,basis_named_place
F22-CO2-EU·EU,F22-CO2-EU,EU,False,Bulk liquid,,22.0,22,percent,False,Industrial Gases,Synthesis gases,combo,4,100.0,26.0,52.0,0.0,22.0,78.0,78.0,100.0,P3,True,,,,
F22-CO2-EU\u00b7CN,F22-CO2-EU,CN,False,Bulk liquid,,22.0,22,percent,False,Industrial Gases,Synthesis gases,combo,4,100.0,26.0,52.0,0.0,22.0,78.0,78.0,100.0,P3,True,,,,
F22-CO2-EU\u00b7NA,F22-CO2-EU,NA,False,Bulk liquid,,22.0,22,percent,False,Industrial Gases,Synthesis gases,combo,4,100.0,26.0,52.0,0.0,22.0,78.0,78.0,100.0,P3,True,,,,
F22-H2-EU·EU,F22-H2-EU,EU,False,Bulk gas,,6.0,6,percent,False,Industrial Gases,Synthesis gases,combo,4,100.0,94.0,0.0,0.0,6.0,94.0,94.0,100.0,P1,True,,,,
F22-H2-EU\u00b7CN,F22-H2-EU,CN,False,Bulk gas,,6.0,6,percent,False,Industrial Gases,Synthesis gases,combo,4,100.0,94.0,0.0,0.0,6.0,94.0,94.0,100.0,P1,True,,,,
F22-H2-EU\u00b7NA,F22-H2-EU,NA,False,Bulk gas,,6.0,6,percent,False,Industrial Gases,Synthesis gases,combo,4,100.0,94.0,0.0,0.0,6.0,94.0,94.0,100.0,P1,True,,,,
F23-LYS-EU·EU,F23-LYS-EU,EU,False,Powder,,18.0,18,percent,False,Fermentation & Bioprocessing,Feed amino acids,combo,6,100.0,82.0,0.0,0.0,18.0,82.0,82.0,100.0,P1,True,,,,
F23-LYS-EU\u00b7CN,F23-LYS-EU,CN,False,Powder,,18.0,18,percent,False,Fermentation & Bioprocessing,Feed amino acids,combo,6,100.0,82.0,0.0,0.0,18.0,82.0,82.0,100.0,P1,True,,,,
F23-LYS-EU\u00b7NA,F23-LYS-EU,NA,False,Powder,,18.0,18,percent,False,Fermentation & Bioprocessing,Feed amino acids,combo,6,100.0,40.0,42.0,0.0,18.0,82.0,82.0,100.0,P3,True,,,,
F23-LYS-EU\u00b7APAC,F23-LYS-EU,APAC,False,Powder,,18.0,18,percent,False,Fermentation & Bioprocessing,Feed amino acids,combo,6,100.0,36.0,46.0,0.0,18.0,82.0,82.0,100.0,P3,True,,,,
F23-LYS-EU\u00b7LA,F23-LYS-EU,LA,False,Powder,,18.0,18,percent,False,Fermentation & Bioprocessing,Feed amino acids,combo,6,100.0,14.0,68.0,0.0,18.0,82.0,82.0,100.0,P3,True,,,,
F23-MET-EU·EU,F23-MET-EU,EU,False,Powder/granule,,17.0,17,percent,False,Fine Chemicals & Actives,Amino acids synthetic,combo,7,100.0,24.0,59.0,0.0,17.0,83.0,83.0,100.0,P3,True,,,,
F23-MET-EU\u00b7CN,F23-MET-EU,CN,False,Powder/granule,,17.0,17,percent,False,Fine Chemicals & Actives,Amino acids synthetic,combo,7,100.0,24.0,59.0,0.0,17.0,83.0,83.0,100.0,P3,True,,,,
F23-MET-EU\u00b7NA,F23-MET-EU,NA,False,Powder/granule,,17.0,17,percent,False,Fine Chemicals & Actives,Amino acids synthetic,combo,7,100.0,24.0,59.0,0.0,17.0,83.0,83.0,100.0,P3,True,,,,
F23-MET-EU\u00b7APAC,F23-MET-EU,APAC,False,Powder/granule,,17.0,17,percent,False,Fine Chemicals & Actives,Amino acids synthetic,combo,7,100.0,20.0,63.0,0.0,17.0,83.0,83.0,100.0,P3,True,,,,
F23-MET-EU\u00b7LA,F23-MET-EU,LA,False,Powder/granule,,17.0,17,percent,False,Fine Chemicals & Actives,Amino acids synthetic,combo,7,100.0,12.0,71.0,0.0,17.0,83.0,83.0,100.0,P3,True,,,,
F23-THR-EU·EU,F23-THR-EU,EU,False,Powder,,17.0,17,percent,False,Fermentation & Bioprocessing,Feed amino acids,combo,6,100.0,83.0,0.0,0.0,17.0,83.0,83.0,100.0,P1,True,,,,
F23-THR-EU\u00b7CN,F23-THR-EU,CN,False,Powder,,17.0,17,percent,False,Fermentation & Bioprocessing,Feed amino acids,combo,6,100.0,83.0,0.0,0.0,17.0,83.0,83.0,100.0,P1,True,,,,
F23-THR-EU\u00b7IN,F23-THR-EU,IN,False,Powder,,17.0,17,percent,False,Fermentation & Bioprocessing,Feed amino acids,combo,6,100.0,24.0,59.0,0.0,17.0,83.0,83.0,100.0,P3,True,,,,
F23-VITD3-EU·EU,F23-VITD3-EU,EU,False,Powder,,22.0,22,percent,False,Fine Chemicals & Actives,Vitamins synthetic,combo,5,100.0,24.0,0.0,0.0,76.0,24.0,24.0,100.0,P1,True,,,,
F23-VITD3-EU\u00b7CN,F23-VITD3-EU,CN,False,Powder,,22.0,22,percent,False,Fine Chemicals & Actives,Feed vitamins,combo,5,100.0,24.0,0.0,0.0,76.0,24.0,24.0,100.0,P1,True,,,,
F23-VITE-EU·EU,F23-VITE-EU,EU,False,Powder,,20.0,20,percent,False,Fine Chemicals & Actives,Vitamins synthetic,combo,6,100.0,22.0,0.0,0.0,78.0,22.0,22.0,100.0,P1,True,,,,
F23-VITE-EU\u00b7CN,F23-VITE-EU,CN,False,Powder,,20.0,20,percent,False,Fine Chemicals & Actives,Feed vitamins,combo,6,100.0,22.0,0.0,0.0,78.0,22.0,22.0,100.0,P1,True,,,,
F23-NIAC-FG-EU·EU,F23-NIAC-FG-EU,EU,False,Powder,,28.0,28,percent,False,Fine Chemicals & Actives,Vitamins synthetic,combo,6,100.0,32.0,40.0,0.0,28.0,72.0,72.0,100.0,P3,True,,,,
F23-NIAC-FG-EU\u00b7CN,F23-NIAC-FG-EU,CN,False,Powder,,28.0,28,percent,False,Fine Chemicals & Actives,Vitamins synthetic,combo,6,100.0,32.0,40.0,0.0,28.0,72.0,72.0,100.0,P3,True,,,,
F23-NIAC-FG-EU\u00b7IN,F23-NIAC-FG-EU,IN,False,Powder,,28.0,28,percent,False,Fine Chemicals & Actives,Vitamins synthetic,combo,6,100.0,18.0,54.0,0.0,28.0,72.0,72.0,100.0,P3,True,,,,
F21-ASCOR-PWD·EU,F21-ASCOR-PWD,EU,False,Powder,,20.0,20,percent,False,Fine Chemicals & Actives,Vitamins synthetic,combo,5,100.0,80.0,0.0,0.0,20.0,80.0,80.0,100.0,P1,True,,,,
F21-ASCOR-PWD·CN,F21-ASCOR-PWD,CN,False,Powder,,20.0,20,percent,False,Fine Chemicals & Actives,Vitamins synthetic,combo,5,100.0,80.0,0.0,0.0,20.0,80.0,80.0,100.0,P1,True,,,,
F21-ASCOR-PWD·IN,F21-ASCOR-PWD,IN,False,Powder,,20.0,20,percent,False,Fine Chemicals & Actives,Vitamins synthetic,combo,5,100.0,20.0,60.0,0.0,20.0,80.0,80.0,100.0,P3,True,,,,
F21-NIAC-PWD·EU,F21-NIAC-PWD,EU,False,Powder,,27.0,27,percent,False,Fine Chemicals & Actives,Vitamins synthetic,combo,6,100.0,32.0,41.0,0.0,27.0,73.0,73.0,100.0,P3,True,,,,
F21-NIAC-PWD·CN,F21-NIAC-PWD,CN,False,Powder,,27.0,27,percent,False,Fine Chemicals & Actives,Vitamins synthetic,combo,6,100.0,32.0,41.0,0.0,27.0,73.0,73.0,100.0,P3,True,,,,
F21-NIAC-PWD·IN,F21-NIAC-PWD,IN,False,Powder,,27.0,27,percent,False,Fine Chemicals & Actives,Vitamins synthetic,combo,6,100.0,18.0,55.0,0.0,27.0,73.0,73.0,100.0,P3,True,,,,
F24-HEUR-EU·EU,F24-HEUR-EU,EU,False,Liquid,,18.0,18,percent,False,Water-Soluble Polymers,Associative thickeners,combo,5,100.0,18.0,64.0,0.0,18.0,82.0,82.0,100.0,P3,True,,,,
F24-HEUR-EU\u00b7NA,F24-HEUR-EU,NA,False,Liquid,,18.0,18,percent,False,Water-Soluble Polymers,Associative thickeners,combo,5,100.0,18.0,64.0,0.0,18.0,82.0,82.0,100.0,P3,True,,,,
F24-GHPTC-PWD·EU,F24-GHPTC-PWD,EU,False,Powder,,14.0,14,percent,False,Water-Soluble Polymers,Cationic conditioning polymers,combo,6,100.0,23.0,16.0,0.0,61.0,39.0,39.0,100.0,P2,True,,,,
F24-GHPTC-PWD·IN,F24-GHPTC-PWD,IN,False,Powder,,14.0,14,percent,False,Water-Soluble Polymers,Cationic conditioning polymers,combo,6,100.0,19.0,20.0,0.0,61.0,39.0,39.0,100.0,P3,True,,,,
F24-XG-EU·EU,F24-XG-EU,EU,False,Powder,,14.0,14,percent,False,Fermentation & Bioprocessing,Biopolymer fermentation,combo,5,100.0,86.0,0.0,0.0,14.0,86.0,86.0,100.0,P1,True,,,,
F24-XG-EU\u00b7CN,F24-XG-EU,CN,False,Powder,,14.0,14,percent,False,Fermentation & Bioprocessing,Biopolymer fermentation,combo,5,100.0,86.0,0.0,0.0,14.0,86.0,86.0,100.0,P1,True,,,,
F24-XG-EU\u00b7NA,F24-XG-EU,NA,False,Powder,,14.0,14,percent,False,Fermentation & Bioprocessing,Biopolymer fermentation,combo,5,100.0,26.0,60.0,0.0,14.0,86.0,86.0,100.0,P3,True,,,,
F24-HEC-EU·EU,F24-HEC-EU,EU,False,Powder,,15.0,15,percent,False,Water-Soluble Polymers,Cellulose ethers,combo,6,100.0,46.0,0.0,0.0,54.0,46.0,46.0,100.0,P1,True,,,,
F24-HEC-EU\u00b7CN,F24-HEC-EU,CN,False,Powder,,15.0,15,percent,False,Water-Soluble Polymers,Cellulose ethers,combo,6,100.0,46.0,0.0,0.0,54.0,46.0,46.0,100.0,P1,True,,,,
F24-HEC-EU\u00b7NA,F24-HEC-EU,NA,False,Powder,,15.0,15,percent,False,Water-Soluble Polymers,Cellulose ethers,combo,6,100.0,24.0,22.0,0.0,54.0,46.0,46.0,100.0,P2,True,,,,
F24-CARB-EU·EU,F24-CARB-EU,EU,False,Powder,,18.0,18,percent,False,Water-Soluble Polymers,Polyacrylate thickeners,combo,6,100.0,76.0,6.0,0.0,18.0,82.0,82.0,100.0,P2,True,,,,
F24-CARB-EU\u00b7CN,F24-CARB-EU,CN,False,Powder,,18.0,18,percent,False,Water-Soluble Polymers,Polyacrylate thickeners,combo,6,100.0,76.0,6.0,0.0,18.0,82.0,82.0,100.0,P2,True,,,,
F24-CARB-EU\u00b7NA,F24-CARB-EU,NA,False,Powder,,18.0,18,percent,False,Water-Soluble Polymers,Polyacrylate thickeners,combo,6,100.0,76.0,6.0,0.0,18.0,82.0,82.0,100.0,P2,True,,,,
F25-EDTA-EU·EU,F25-EDTA-EU,EU,False,Powder,,15.0,15,percent,False,Fine Chemicals & Actives,Chelating agents,combo,8,100.0,27.0,58.0,0.0,15.0,85.0,85.0,100.0,P3,True,,,,
F25-EDTA-EU\u00b7CN,F25-EDTA-EU,CN,False,Powder,,15.0,15,percent,False,Fine Chemicals & Actives,Chelating agents,combo,8,100.0,27.0,58.0,0.0,15.0,85.0,85.0,100.0,P3,True,,,,
F25-EDTA-EU\u00b7NA,F25-EDTA-EU,NA,False,Powder,,15.0,15,percent,False,Fine Chemicals & Actives,Chelating agents,combo,8,100.0,27.0,58.0,0.0,15.0,85.0,85.0,100.0,P3,True,,,,
F25-GLDA-EU·EU,F25-GLDA-EU,EU,False,Liquid,,22.0,22,percent,False,Fine Chemicals & Actives,Chelating agents,combo,6,100.0,48.0,30.0,0.0,22.0,78.0,78.0,100.0,P2,True,,,,
F25-GLDA-EU\u00b7NA,F25-GLDA-EU,NA,False,Liquid,,22.0,22,percent,False,Fine Chemicals & Actives,Chelating agents,combo,6,100.0,48.0,30.0,0.0,22.0,78.0,78.0,100.0,P2,True,,,,
F25-MGDA-EU·EU,F25-MGDA-EU,EU,False,Liquid,,21.0,21,percent,False,Fine Chemicals & Actives,Chelating agents,combo,6,100.0,49.0,30.0,0.0,21.0,79.0,79.0,100.0,P2,True,,,,
F25-MGDA-EU\u00b7NA,F25-MGDA-EU,NA,False,Liquid,,21.0,21,percent,False,Fine Chemicals & Actives,Chelating agents,combo,6,100.0,49.0,30.0,0.0,21.0,79.0,79.0,100.0,P2,True,,,,
CLN-CA-PWD·CN,CLN-CA-PWD,CN,False,Powder,,12.0,12,percent,False,Fermentation & Bioprocessing,Fermentation organic acids,combo,5,100.0,88.0,0.0,0.0,12.0,88.0,88.0,100.0,P1,True,,,,
CLN-CA-PWD·EU,CLN-CA-PWD,EU,False,Powder,,12.0,12,percent,False,Fermentation & Bioprocessing,Fermentation organic acids,combo,5,100.0,88.0,0.0,0.0,12.0,88.0,88.0,100.0,P1,True,,,,
CLN-CA-PWD·NA,CLN-CA-PWD,NA,False,Powder,,12.0,12,percent,False,Fermentation & Bioprocessing,Fermentation organic acids,combo,5,100.0,26.0,62.0,0.0,12.0,88.0,88.0,100.0,P3,True,,,,
CLN-CA-PWD·APAC,CLN-CA-PWD,APAC,False,Powder,,12.0,12,percent,False,Fermentation & Bioprocessing,Fermentation organic acids,combo,5,100.0,22.0,66.0,0.0,12.0,88.0,88.0,100.0,P3,True,,,,
FOD-CA-ANH·CN,FOD-CA-ANH,CN,False,Powder,,12.0,12,percent,False,Fermentation & Bioprocessing,Fermentation organic acids,combo,5,100.0,88.0,0.0,0.0,12.0,88.0,88.0,100.0,P1,True,,,,
FOD-CA-ANH·EU,FOD-CA-ANH,EU,False,Powder,,12.0,12,percent,False,Fermentation & Bioprocessing,Fermentation organic acids,combo,5,100.0,88.0,0.0,0.0,12.0,88.0,88.0,100.0,P1,True,,,,
FOD-CA-ANH·NA,FOD-CA-ANH,NA,False,Powder,,12.0,12,percent,False,Fermentation & Bioprocessing,Fermentation organic acids,combo,5,100.0,26.0,62.0,0.0,12.0,88.0,88.0,100.0,P3,True,,,,
FOD-CA-ANH·APAC,FOD-CA-ANH,APAC,False,Powder,,12.0,12,percent,False,Fermentation & Bioprocessing,Fermentation organic acids,combo,5,100.0,22.0,66.0,0.0,12.0,88.0,88.0,100.0,P3,True,,,,
F26-GLUT-EU·EU,F26-GLUT-EU,EU,False,Liquid,,20.0,20,percent,False,Biocides & Antimicrobials,Aldehyde biocides,combo,5,100.0,18.0,62.0,0.0,20.0,80.0,80.0,100.0,P3,True,,,,
F26-GLUT-EU\u00b7CN,F26-GLUT-EU,CN,False,Liquid,,20.0,20,percent,False,Biocides & Antimicrobials,Aldehyde biocides,combo,5,100.0,18.0,62.0,0.0,20.0,80.0,80.0,100.0,P3,True,,,,
F26-GLUT-EU\u00b7NA,F26-GLUT-EU,NA,False,Liquid,,20.0,20,percent,False,Biocides & Antimicrobials,Aldehyde biocides,combo,5,100.0,18.0,62.0,0.0,20.0,80.0,80.0,100.0,P3,True,,,,
F26-PHEOH-EU·EU,F26-PHEOH-EU,EU,False,Liquid,,18.0,18,percent,False,Biocides & Antimicrobials,Diverse preservatives,combo,5,100.0,82.0,0.0,0.0,18.0,82.0,82.0,100.0,P1,True,,,,
F26-PHEOH-EU\u00b7CN,F26-PHEOH-EU,CN,False,Liquid,,18.0,18,percent,False,Biocides & Antimicrobials,Diverse preservatives,combo,5,100.0,82.0,0.0,0.0,18.0,82.0,82.0,100.0,P1,True,,,,
F26-BIT-EU·EU,F26-BIT-EU,EU,False,Solid/powder,,24.0,24,percent,False,Biocides & Antimicrobials,Isothiazolinone biocides,combo,6,100.0,40.0,36.0,0.0,24.0,76.0,76.0,100.0,P2,True,,,,
F26-BIT-EU\u00b7CN,F26-BIT-EU,CN,False,Solid/powder,,24.0,24,percent,False,Biocides & Antimicrobials,Isothiazolinone biocides,combo,6,100.0,40.0,36.0,0.0,24.0,76.0,76.0,100.0,P2,True,,,,
F26-MIT-EU·EU,F26-MIT-EU,EU,False,Liquid,,22.0,22,percent,False,Biocides & Antimicrobials,Isothiazolinone biocides,combo,5,100.0,18.0,60.0,0.0,22.0,78.0,78.0,100.0,P3,True,,,,
F26-MIT-EU\u00b7CN,F26-MIT-EU,CN,False,Liquid,,22.0,22,percent,False,Biocides & Antimicrobials,Isothiazolinone biocides,combo,5,100.0,18.0,60.0,0.0,22.0,78.0,78.0,100.0,P3,True,,,,
F26-MIT-EU\u00b7NA,F26-MIT-EU,NA,False,Liquid,,22.0,22,percent,False,Biocides & Antimicrobials,Isothiazolinone biocides,combo,5,100.0,18.0,60.0,0.0,22.0,78.0,78.0,100.0,P3,True,,,,
F27-PEA-EU·EU,F27-PEA-EU,EU,False,Liquid,,20.0,20,percent,False,Aroma Chemicals,Benzene-chain aroma chemicals,combo,5,100.0,80.0,0.0,0.0,20.0,80.0,80.0,100.0,P1,True,,,,
F27-PEA-EU\u00b7CN,F27-PEA-EU,CN,False,Liquid,,20.0,20,percent,False,Aroma Chemicals,Benzene-chain aroma chemicals,combo,5,100.0,80.0,0.0,0.0,20.0,80.0,80.0,100.0,P1,True,,,,
F27-PEA-EU\u00b7NA,F27-PEA-EU,NA,False,Liquid,,20.0,20,percent,False,Aroma Chemicals,Benzene-chain aroma chemicals,combo,5,100.0,18.0,62.0,0.0,20.0,80.0,80.0,100.0,P3,True,,,,
F27-GAL-SOL·EU,F27-GAL-SOL,EU,False,Liquid,,32.0,32,percent,False,Aroma Chemicals,Musk compounds,combo,4,100.0,10.0,0.0,0.0,90.0,10.0,10.0,100.0,P1,True,,,,
F27-BION-EU·EU,F27-BION-EU,EU,False,Liquid,,24.0,24,percent,False,Aroma Chemicals,Petrochemical-derived aroma chemicals,combo,5,100.0,20.0,56.0,0.0,24.0,76.0,76.0,100.0,P3,True,,,,
F27-BION-EU\u00b7CN,F27-BION-EU,CN,False,Liquid,,24.0,24,percent,False,Aroma Chemicals,Petrochemical-derived aroma chemicals,combo,5,100.0,20.0,56.0,0.0,24.0,76.0,76.0,100.0,P3,True,,,,
F27-BION-EU\u00b7NA,F27-BION-EU,NA,False,Liquid,,24.0,24,percent,False,Aroma Chemicals,Petrochemical-derived aroma chemicals,combo,5,100.0,20.0,56.0,0.0,24.0,76.0,76.0,100.0,P3,True,,,,
F27-CIT-EU·EU,F27-CIT-EU,EU,False,Liquid,,22.0,22,percent,False,Aroma Chemicals,Terpene-derived aroma chemicals,combo,4,100.0,18.0,0.0,0.0,82.0,18.0,18.0,100.0,P1,True,,,,
F27-CIT-EU\u00b7CN,F27-CIT-EU,CN,False,Liquid,,22.0,22,percent,False,Aroma Chemicals,Terpene-derived aroma chemicals,combo,4,100.0,18.0,0.0,0.0,82.0,18.0,18.0,100.0,P1,True,,,,
F27-LIN-EU·EU,F27-LIN-EU,EU,False,Liquid,,24.0,24,percent,False,Aroma Chemicals,Terpene-derived aroma chemicals,combo,4,100.0,18.0,0.0,0.0,82.0,18.0,18.0,100.0,P1,True,,,,
F27-LIN-EU\u00b7CN,F27-LIN-EU,CN,False,Liquid,,24.0,24,percent,False,Aroma Chemicals,Terpene-derived aroma chemicals,combo,4,100.0,18.0,0.0,0.0,82.0,18.0,18.0,100.0,P1,True,,,,
F28-AZOX-CN·CN,F28-AZOX-CN,CN,False,Powder,,24.0,24,percent,False,Crop Protection Chemicals,Generic fungicides,combo,6,100.0,32.0,44.0,0.0,24.0,76.0,76.0,100.0,P3,True,,,,
F28-AZOX-CN\u00b7IN,F28-AZOX-CN,IN,False,Powder,,24.0,24,percent,False,Crop Protection Chemicals,Generic fungicides,combo,6,100.0,18.0,58.0,0.0,24.0,76.0,76.0,100.0,P3,True,,,,
F28-MANZ-CN·CN,F28-MANZ-CN,CN,False,Powder,,18.0,18,percent,False,Crop Protection Chemicals,Generic fungicides,combo,7,100.0,22.0,60.0,0.0,18.0,82.0,82.0,100.0,P3,True,,,,
F28-MANZ-CN\u00b7EU,F28-MANZ-CN,EU,False,Powder,,18.0,18,percent,False,Crop Protection Chemicals,Generic fungicides,combo,7,100.0,22.0,60.0,0.0,18.0,82.0,82.0,100.0,P3,True,,,,
F28-MANZ-CN\u00b7IN,F28-MANZ-CN,IN,False,Powder,,18.0,18,percent,False,Crop Protection Chemicals,Generic fungicides,combo,7,100.0,18.0,64.0,0.0,18.0,82.0,82.0,100.0,P3,True,,,,
F28-MANZ-CN\u00b7NA,F28-MANZ-CN,NA,False,Powder,,18.0,18,percent,False,Crop Protection Chemicals,Generic fungicides,combo,7,100.0,22.0,60.0,0.0,18.0,82.0,82.0,100.0,P3,True,,,,
F28-PROP-CN·CN,F28-PROP-CN,CN,False,Liquid,,22.0,22,percent,False,Crop Protection Chemicals,Generic fungicides,combo,6,100.0,18.0,60.0,0.0,22.0,78.0,78.0,100.0,P3,True,,,,
F28-PROP-CN\u00b7IN,F28-PROP-CN,IN,False,Liquid,,22.0,22,percent,False,Crop Protection Chemicals,Generic fungicides,combo,6,100.0,18.0,60.0,0.0,22.0,78.0,78.0,100.0,P3,True,,,,
F28-PROP-CN\u00b7NA,F28-PROP-CN,NA,False,Liquid,,22.0,22,percent,False,Crop Protection Chemicals,Generic fungicides,combo,6,100.0,18.0,60.0,0.0,22.0,78.0,78.0,100.0,P3,True,,,,
F28-CHLOR-CN·CN,F28-CHLOR-CN,CN,False,Solid,,18.0,18,percent,False,Crop Protection Chemicals,Generic insecticides,combo,6,100.0,44.0,38.0,0.0,18.0,82.0,82.0,100.0,P2,True,,,,
F28-CHLOR-CN\u00b7EU,F28-CHLOR-CN,EU,False,Solid,,18.0,18,percent,False,Crop Protection Chemicals,Generic insecticides,combo,6,100.0,44.0,38.0,0.0,18.0,82.0,82.0,100.0,P2,True,,,,
F28-CHLOR-CN\u00b7IN,F28-CHLOR-CN,IN,False,Solid,,18.0,18,percent,False,Crop Protection Chemicals,Generic insecticides,combo,6,100.0,18.0,64.0,0.0,18.0,82.0,82.0,100.0,P3,True,,,,
F28-CHLOR-CN\u00b7NA,F28-CHLOR-CN,NA,False,Solid,,18.0,18,percent,False,Crop Protection Chemicals,Generic insecticides,combo,6,100.0,44.0,38.0,0.0,18.0,82.0,82.0,100.0,P2,True,,,,
F28-CYPR-CN·CN,F28-CYPR-CN,CN,False,Liquid/solid,,20.0,20,percent,False,Crop Protection Chemicals,Generic insecticides,combo,7,100.0,22.0,58.0,0.0,20.0,80.0,80.0,100.0,P3,True,,,,
F28-CYPR-CN\u00b7IN,F28-CYPR-CN,IN,False,Liquid/solid,,20.0,20,percent,False,Crop Protection Chemicals,Generic insecticides,combo,7,100.0,18.0,62.0,0.0,20.0,80.0,80.0,100.0,P3,True,,,,
F28-CYPR-CN\u00b7NA,F28-CYPR-CN,NA,False,Liquid/solid,,20.0,20,percent,False,Crop Protection Chemicals,Generic insecticides,combo,7,100.0,22.0,58.0,0.0,20.0,80.0,80.0,100.0,P3,True,,,,
F28-IMID-CN·CN,F28-IMID-CN,CN,False,Powder,,22.0,22,percent,False,Crop Protection Chemicals,Generic insecticides,combo,6,100.0,22.0,56.0,0.0,22.0,78.0,78.0,100.0,P3,True,,,,
F28-IMID-CN\u00b7IN,F28-IMID-CN,IN,False,Powder,,22.0,22,percent,False,Crop Protection Chemicals,Generic insecticides,combo,6,100.0,18.0,60.0,0.0,22.0,78.0,78.0,100.0,P3,True,,,,
F28-IMID-CN\u00b7NA,F28-IMID-CN,NA,False,Powder,,22.0,22,percent,False,Crop Protection Chemicals,Generic insecticides,combo,6,100.0,22.0,56.0,0.0,22.0,78.0,78.0,100.0,P3,True,,,,
AGR-GLYP-TC·CN,AGR-GLYP-TC,CN,False,Powder,,9.0,9,percent,False,Crop Protection Chemicals,Herbicide intermediates,combo,6,100.0,24.0,67.0,0.0,9.0,91.0,91.0,100.0,P3,True,,,,
AGR-GLYP-TC·IN,AGR-GLYP-TC,IN,False,Powder,,9.0,9,percent,False,Crop Protection Chemicals,Herbicide intermediates,combo,6,100.0,20.0,71.0,0.0,9.0,91.0,91.0,100.0,P3,True,,,,
AGR-GLYP-TC·NA,AGR-GLYP-TC,NA,False,Powder,,9.0,9,percent,False,Crop Protection Chemicals,Herbicide intermediates,combo,6,100.0,24.0,67.0,0.0,9.0,91.0,91.0,100.0,P3,True,,,,
MIN-MIBC-LIQ·EU,MIN-MIBC-LIQ,EU,False,Solid/liquid,,15.0,15,percent,False,Solvents,Mining reagents,combo,4,100.0,85.0,0.0,0.0,15.0,85.0,85.0,100.0,P1,True,,,,
MIN-MIBC-LIQ·NA,MIN-MIBC-LIQ,NA,False,Solid/liquid,,15.0,15,percent,False,Solvents,Mining reagents,combo,4,100.0,85.0,0.0,0.0,15.0,85.0,85.0,100.0,P1,True,,,,
MIN-MIBC-LIQ·CN,MIN-MIBC-LIQ,CN,False,Solid/liquid,,15.0,15,percent,False,Solvents,Mining reagents,combo,4,100.0,85.0,0.0,0.0,15.0,85.0,85.0,100.0,P1,True,,,,
MIN-NACN-SOL·EU,MIN-NACN-SOL,EU,False,Solid/liquid,,15.0,15,percent,False,Inorganic Chemicals,Mining reagents,combo,5,100.0,25.0,60.0,0.0,15.0,85.0,85.0,100.0,P3,True,,,,
MIN-NACN-SOL·NA,MIN-NACN-SOL,NA,False,Solid/liquid,,15.0,15,percent,False,Inorganic Chemicals,Mining reagents,combo,5,100.0,25.0,60.0,0.0,15.0,85.0,85.0,100.0,P3,True,,,,
MIN-NACN-SOL·CN,MIN-NACN-SOL,CN,False,Solid/liquid,,15.0,15,percent,False,Inorganic Chemicals,Mining reagents,combo,5,100.0,25.0,60.0,0.0,15.0,85.0,85.0,100.0,P3,True,,,,
MIN-NASIL-LIQ·EU,MIN-NASIL-LIQ,EU,False,Solid/liquid,,15.0,15,percent,False,Inorganic Chemicals,Mining reagents,combo,5,100.0,30.0,45.0,0.0,25.0,75.0,75.0,100.0,P3,True,,,,
MIN-NASIL-LIQ·NA,MIN-NASIL-LIQ,NA,False,Solid/liquid,,15.0,15,percent,False,Inorganic Chemicals,Mining reagents,combo,5,100.0,30.0,45.0,0.0,25.0,75.0,75.0,100.0,P3,True,,,,
MIN-NASIL-LIQ·CN,MIN-NASIL-LIQ,CN,False,Solid/liquid,,15.0,15,percent,False,Inorganic Chemicals,Mining reagents,combo,5,100.0,30.0,45.0,0.0,25.0,75.0,75.0,100.0,P3,True,,,,
MIN-CUSO4-PWD·EU,MIN-CUSO4-PWD,EU,False,Solid/liquid,,15.0,15,percent,False,Inorganic Chemicals,Mining reagents,combo,5,100.0,85.0,0.0,0.0,15.0,85.0,85.0,100.0,P1,True,,,,
MIN-CUSO4-PWD·NA,MIN-CUSO4-PWD,NA,False,Solid/liquid,,15.0,15,percent,False,Inorganic Chemicals,Mining reagents,combo,5,100.0,85.0,0.0,0.0,15.0,85.0,85.0,100.0,P1,True,,,,
MIN-CUSO4-PWD·CN,MIN-CUSO4-PWD,CN,False,Solid/liquid,,15.0,15,percent,False,Inorganic Chemicals,Mining reagents,combo,5,100.0,85.0,0.0,0.0,15.0,85.0,85.0,100.0,P1,True,,,,
MIN-GUAR-PWD·IN,MIN-GUAR-PWD,IN,False,Powder,,12.0,12,percent,False,Bio-Based Ingredients,Natural gums,combo,5,100.0,85.0,3.0,0.0,12.0,88.0,88.0,100.0,P2,True,,,,
MIN-GUAR-PWD·APAC,MIN-GUAR-PWD,APAC,False,Powder,,12.0,12,percent,False,Bio-Based Ingredients,Natural gums,combo,5,100.0,15.0,73.0,0.0,12.0,88.0,88.0,100.0,P3,True,,,,
MIN-GUAR-PWD·MEA,MIN-GUAR-PWD,MEA,False,Powder,,12.0,12,percent,False,Bio-Based Ingredients,Natural gums,combo,5,100.0,10.0,78.0,0.0,12.0,88.0,88.0,100.0,P3,True,,,,
